airport,status,rows_written,file_path,error_message
PHL,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PHL.parquet,
PHX,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PHX.parquet,
PIA,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PIA.parquet,
PIB,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PIB.parquet,
PIE,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PIE.parquet,
PIH,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PIH.parquet,
PIR,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PIR.parquet,
PIT,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PIT.parquet,
PLN,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PLN.parquet,
PNS,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PNS.parquet,
PPG,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PPG.parquet,
PQI,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PQI.parquet,
PRC,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PRC.parquet,
PSC,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PSC.parquet,
PSE,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PSE.parquet,
PSG,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PSG.parquet,
PSM,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PSM.parquet,
PSP,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PSP.parquet,
PUB,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PUB.parquet,
PUW,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PUW.parquet,
PVD,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PVD.parquet,
PVU,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PVU.parquet,
PWM,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_PWM.parquet,
RAP,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RAP.parquet,
RDD,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RDD.parquet,
RDM,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RDM.parquet,
RDU,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RDU.parquet,
RFD,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RFD.parquet,
RHI,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RHI.parquet,
RIC,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RIC.parquet,
RIW,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RIW.parquet,
RKS,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RKS.parquet,
RNO,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RNO.parquet,
ROA,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_ROA.parquet,
ROC,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_ROC.parquet,
ROW,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_ROW.parquet,
RST,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_RST.parquet,
