airport,status,rows_written,file_path,error_message
HYS,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_HYS.parquet,
IAD,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_IAD.parquet,
IAG,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_IAG.parquet,
IAH,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_IAH.parquet,
ICT,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_ICT.parquet,
IDA,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_IDA.parquet,
ILM,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_ILM.parquet,
IMT,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_IMT.parquet,
IND,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_IND.parquet,
INL,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_INL.parquet,
ISP,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_ISP.parquet,
ITH,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_ITH.parquet,
ITO,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_ITO.parquet,
JAC,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_JAC.parquet,
JAN,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_JAN.parquet,
JAX,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_JAX.parquet,
JFK,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_JFK.parquet,
JLN,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_JLN.parquet,
JMS,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_JMS.parquet,
JNU,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_JNU.parquet,
JST,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_JST.parquet,
KOA,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_KOA.parquet,
KTN,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_KTN.parquet,
LAF,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LAF.parquet,
LAN,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LAN.parquet,
LAR,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LAR.parquet,
LAS,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LAS.parquet,
LAW,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LAW.parquet,
LAX,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LAX.parquet,
LBB,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LBB.parquet,
LBE,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LBE.parquet,
LBF,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LBF.parquet,
LBL,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LBL.parquet,
LCH,success,26448,c:\Users\thanu\OneDrive\Documents\MDSA Fall 2025 to Winter 2026\Data 608\Data 608 Project\Open-Meto-Weather\weather_parquet\airport_LCH.parquet,
